Cor C	Cor B	Value	Error
-450.0	-450.0	5.23187e-05	0.5824
-445.5	-450.0	0.000170544	0.4954
-441.0	-450.0	0.000253464	0.4091
-436.5	-450.0	0.000175857	0.5668
-432.0	-450.0	8.37603e-05	0.4361
-427.5	-450.0	0.000112227	0.5065
-423.0	-450.0	0.000728443	0.7926
-418.5	-450.0	0.000165278	0.529
-414.0	-450.0	0.000118692	0.5927
-409.5	-450.0	2.44159e-05	0.8437
-405.0	-450.0	4.88727e-05	0.656
-400.5	-450.0	0.000105311	0.4214
-396.0	-450.0	0.00245948	0.9613
-391.5	-450.0	0.00245468	0.9784
-387.0	-450.0	0.000974695	0.6168
-382.5	-450.0	0.00159961	0.847
-378.0	-450.0	0.00220857	0.9603
-373.5	-450.0	0.00044738	0.6853
-369.0	-450.0	0.000119176	0.4532
-364.5	-450.0	0.00235971	0.9317
-360.0	-450.0	0.000806415	0.6498
-355.5	-450.0	0.00116801	0.9021
-351.0	-450.0	7.30471e-05	0.4349
-346.5	-450.0	0.00219751	0.9361
-342.0	-450.0	0.00025925	0.3546
-337.5	-450.0	0.000355678	0.4655
-333.0	-450.0	0.000304343	0.5812
-328.5	-450.0	0.0001328	0.3946
-324.0	-450.0	0.000120607	0.4002
-319.5	-450.0	0.000174044	0.4282
-315.0	-450.0	0.00049995	0.6967
-310.5	-450.0	0.00117188	0.8668
-306.0	-450.0	0.00118554	0.7798
-301.5	-450.0	0.000402758	0.3263
-297.0	-450.0	0.000319877	0.3036
-292.5	-450.0	0.000175547	0.333
-288.0	-450.0	0.000367495	0.3781
-283.5	-450.0	0.000776494	0.4768
-279.0	-450.0	0.000417283	0.3302
-274.5	-450.0	0.00037246	0.2525
-270.0	-450.0	0.000204515	0.341
-265.5	-450.0	0.00027911	0.3484
-261.0	-450.0	0.000475832	0.6925
-256.5	-450.0	0.00131403	0.7473
-252.0	-450.0	0.00098287	0.6925
-247.5	-450.0	0.00256933	0.8734
-243.0	-450.0	0.00637995	0.6844
-238.5	-450.0	0.00611537	0.6519
-234.0	-450.0	0.00744668	0.5506
-229.5	-450.0	0.00694729	0.7173
-225.0	-450.0	0.00996589	0.7216
-220.5	-450.0	0.00975942	0.7984
-216.0	-450.0	0.00746794	0.7332
-211.5	-450.0	0.00995001	0.9304
-207.0	-450.0	0.00194126	0.7806
-202.5	-450.0	0.00873754	0.6515
-198.0	-450.0	0.00203415	0.581
-193.5	-450.0	0.800053	0.9995
-189.0	-450.0	0.00866876	0.6758
-184.5	-450.0	0.00588216	0.8451
-180.0	-450.0	0.00827149	0.8366
-175.5	-450.0	0.00402093	0.5258
-171.0	-450.0	0.00957469	0.8874
-166.5	-450.0	0.0101525	0.907
-162.0	-450.0	0.0113341	0.8866
-157.5	-450.0	0.00918535	0.7131
-153.0	-450.0	0.0170132	0.7797
-148.5	-450.0	0.0141186	0.6484
-144.0	-450.0	0.02213	0.8452
-139.5	-450.0	0.0127605	0.6422
-135.0	-450.0	0.0143193	0.9281
-130.5	-450.0	0.010979	0.588
-126.0	-450.0	0.0119109	0.4392
-121.5	-450.0	0.0223421	0.8941
-117.0	-450.0	0.024531	0.7576
-112.5	-450.0	0.0158162	0.604
-108.0	-450.0	0.0119425	0.6434
-103.5	-450.0	0.0264252	0.4166
-99.0	-450.0	0.0154236	0.5067
-94.5	-450.0	0.01416	0.7723
-90.0	-450.0	0.0108626	0.5782
-85.5	-450.0	0.0142439	0.7288
-81.0	-450.0	0.0139621	0.5379
-76.5	-450.0	0.021938	0.5919
-72.0	-450.0	0.017396	0.5924
-67.5	-450.0	0.0175452	0.7092
-63.0	-450.0	0.0187795	0.4389
-58.5	-450.0	0.0114861	0.4575
-54.0	-450.0	0.0108994	0.3477
-49.5	-450.0	0.0200555	0.4486
-45.0	-450.0	0.0128113	0.4632
-40.5	-450.0	0.0168213	0.3001
-36.0	-450.0	0.0139383	0.5164
-31.5	-450.0	0.0157494	0.3023
-27.0	-450.0	0.0106652	0.3495
-22.5	-450.0	0.0127708	0.3552
-18.0	-450.0	0.0107498	0.3682
-13.5	-450.0	0.00683224	0.454
-9.0	-450.0	0.0130846	0.3843
-4.5	-450.0	0.0103368	0.2981
0.0	-450.0	0.0147919	0.2899
4.5	-450.0	0.0159879	0.2981
9.0	-450.0	0.0132487	0.4613
13.5	-450.0	0.00974788	0.3852
18.0	-450.0	0.00781558	0.2933
22.5	-450.0	0.0120487	0.336
27.0	-450.0	0.00829384	0.3193
31.5	-450.0	0.0145591	0.3434
36.0	-450.0	0.021131	0.3137
40.5	-450.0	0.0204916	0.2537
45.0	-450.0	0.00830708	0.3647
49.5	-450.0	0.00473595	0.4164
54.0	-450.0	0.0127013	0.3043
58.5	-450.0	0.0151722	0.2937
63.0	-450.0	0.0158931	0.2981
67.5	-450.0	0.0057596	0.3484
72.0	-450.0	0.0141361	0.2967
76.5	-450.0	0.0089723	0.3188
81.0	-450.0	0.0064946	0.3166
85.5	-450.0	0.00395001	0.3785
90.0	-450.0	0.00475823	0.4385
94.5	-450.0	0.00676458	0.3797
99.0	-450.0	0.00391679	0.399
103.5	-450.0	0.0102267	0.3554
108.0	-450.0	0.00743378	0.4384
112.5	-450.0	0.0075703	0.3828
117.0	-450.0	0.00610541	0.4164
121.5	-450.0	0.00715864	0.6065
126.0	-450.0	0.00981011	0.3535
130.5	-450.0	0.00691509	0.4613
135.0	-450.0	0.00862861	0.3639
139.5	-450.0	0.0133801	0.3164
144.0	-450.0	0.00332626	0.2824
148.5	-450.0	0.0103362	0.3381
153.0	-450.0	0.009287	0.3906
157.5	-450.0	0.0104513	0.3892
162.0	-450.0	0.0114556	0.3307
166.5	-450.0	0.00895617	0.4353
171.0	-450.0	0.00679164	0.4706
175.5	-450.0	0.00541639	0.5593
180.0	-450.0	0.0033577	0.3985
184.5	-450.0	0.00439232	0.4595
189.0	-450.0	0.00453854	0.4748
193.5	-450.0	0.00348255	0.5037
198.0	-450.0	0.00230424	0.5554
202.5	-450.0	0.00565274	0.5167
207.0	-450.0	0.00244984	0.3595
211.5	-450.0	0.00743116	0.4856
216.0	-450.0	0.00723733	0.4647
220.5	-450.0	0.00549102	0.4571
225.0	-450.0	0.00394494	0.6784
229.5	-450.0	0.00361723	0.5027
234.0	-450.0	0.00367849	0.5494
238.5	-450.0	0.000703208	0.2046
243.0	-450.0	0.00192257	0.4975
247.5	-450.0	0.00174817	0.3776
252.0	-450.0	0.00354095	0.4845
256.5	-450.0	0.00468453	0.4256
261.0	-450.0	0.00208497	0.4822
265.5	-450.0	0.00254689	0.4247
270.0	-450.0	0.00204679	0.53
274.5	-450.0	0.00365117	0.5948
279.0	-450.0	0.00264866	0.4112
283.5	-450.0	0.00209068	0.6049
288.0	-450.0	0.00227885	0.5369
292.5	-450.0	0.00434695	0.5148
297.0	-450.0	0.00161851	0.4196
301.5	-450.0	0.00278385	0.6744
306.0	-450.0	0.00337641	0.6199
310.5	-450.0	0.00366862	0.7757
315.0	-450.0	0.000872015	0.5113
319.5	-450.0	0.00160392	0.522
324.0	-450.0	0.00060443	0.2566
328.5	-450.0	0.00189112	0.661
333.0	-450.0	0.0013973	0.6917
337.5	-450.0	0.000889725	0.5842
342.0	-450.0	0.000519714	0.2379
346.5	-450.0	0.000389852	0.2712
351.0	-450.0	0.000999799	0.4388
355.5	-450.0	0.00155636	0.5044
360.0	-450.0	0.000299212	0.2939
364.5	-450.0	0.000439246	0.2999
369.0	-450.0	0.00275129	0.6551
373.5	-450.0	0.00102396	0.787
378.0	-450.0	0.000813454	0.7266
382.5	-450.0	0.00188631	0.5751
387.0	-450.0	0.0035324	0.638
391.5	-450.0	0.000730444	0.4866
396.0	-450.0	0.000257972	0.3113
400.5	-450.0	0.000286702	0.3075
405.0	-450.0	0.00037708	0.2759
409.5	-450.0	0.000138049	0.4298
414.0	-450.0	0.000204528	0.396
418.5	-450.0	0.000143587	0.4269
423.0	-450.0	0.000432177	0.3676
427.5	-450.0	0.000136026	0.408
432.0	-450.0	0.000712391	0.476
436.5	-450.0	0.00149695	0.698
441.0	-450.0	7.65049e-05	0.4398
445.5	-450.0	0.000168577	0.4373
-450.0	-445.5	0.00232903	0.9831
-445.5	-445.5	0.000179821	0.3903
-441.0	-445.5	0.000893968	0.9113
-436.5	-445.5	0.00200784	0.952
-432.0	-445.5	4.26861e-05	0.7775
-427.5	-445.5	5.31904e-05	0.6031
-423.0	-445.5	6.34011e-05	0.5874
-418.5	-445.5	0.0006335	0.9759
-414.0	-445.5	0.000755306	0.8957
-409.5	-445.5	0.00082337	0.8237
-405.0	-445.5	0.000534492	0.7921
-400.5	-445.5	2.38867e-05	0.5973
-396.0	-445.5	5.32163e-05	0.4839
-391.5	-445.5	9.04797e-05	0.4155
-387.0	-445.5	0.000108362	0.5069
-382.5	-445.5	0.000118504	0.3594
-378.0	-445.5	0.000141143	0.4687
-373.5	-445.5	0.000152322	0.368
-369.0	-445.5	6.41713e-05	0.538
-364.5	-445.5	5.38844e-05	0.576
-360.0	-445.5	3.9179e-05	0.732
-355.5	-445.5	8.10891e-05	0.4579
-351.0	-445.5	0.000152331	0.4155
-346.5	-445.5	0.000160547	0.3602
-342.0	-445.5	0.00172189	0.8328
-337.5	-445.5	0.00291198	0.9561
-333.0	-445.5	0.000507453	0.4592
-328.5	-445.5	0.0002553	0.2875
-324.0	-445.5	0.000166268	0.3381
-319.5	-445.5	0.000773634	0.838
-315.0	-445.5	0.00102356	0.7831
-310.5	-445.5	0.000246737	0.4514
-306.0	-445.5	0.00125512	0.7049
-301.5	-445.5	0.000236922	0.344
-297.0	-445.5	0.000147345	0.3203
-292.5	-445.5	6.79383e-05	0.5156
-288.0	-445.5	0.0022425	0.9158
-283.5	-445.5	0.00234431	0.8878
-279.0	-445.5	0.000359694	0.4816
-274.5	-445.5	0.00335443	0.8819
-270.0	-445.5	0.00057721	0.5718
-265.5	-445.5	0.000292057	0.4314
-261.0	-445.5	0.00021992	0.3303
-256.5	-445.5	0.003989	0.8798
-252.0	-445.5	0.00211869	0.8106
-247.5	-445.5	0.000691439	0.5588
-243.0	-445.5	0.00447992	0.6274
-238.5	-445.5	0.00323141	0.8828
-234.0	-445.5	0.00272116	0.7266
-229.5	-445.5	0.00359566	0.7065
-225.0	-445.5	0.00232935	0.5963
-220.5	-445.5	0.00693737	0.557
-216.0	-445.5	0.00353366	0.5685
-211.5	-445.5	0.0101206	0.6783
-207.0	-445.5	0.00240604	0.7315
-202.5	-445.5	0.000857661	0.6562
-198.0	-445.5	0.00546793	0.8331
-193.5	-445.5	0.00677782	0.9704
-189.0	-445.5	0.0108865	0.7323
-184.5	-445.5	0.006018	0.5856
-180.0	-445.5	0.00903004	0.7842
-175.5	-445.5	0.00473922	0.6921
-171.0	-445.5	0.0158426	0.7738
-166.5	-445.5	0.0173784	0.7732
-162.0	-445.5	0.00788903	0.6991
-157.5	-445.5	0.0162431	0.7636
-153.0	-445.5	0.00543763	0.8843
-148.5	-445.5	0.0119779	0.8342
-144.0	-445.5	0.0131276	0.9169
-139.5	-445.5	0.012203	0.6475
-135.0	-445.5	0.0119885	0.828
