Cor C	Cor B	Value	Error
-500.0	-500.0	0.0044418	0.2376
-495.0	-500.0	0.00453395	0.2748
-490.0	-500.0	0.0056763	0.216
-485.0	-500.0	0.00503032	0.2563
-480.0	-500.0	0.00382748	0.2477
-475.0	-500.0	0.00372299	0.2398
-470.0	-500.0	0.00437847	0.2478
-465.0	-500.0	0.00534171	0.214
-460.0	-500.0	0.00540961	0.2389
-455.0	-500.0	0.00569023	0.1842
-450.0	-500.0	0.00633005	0.2134
-445.0	-500.0	0.00644822	0.1961
-440.0	-500.0	0.00632658	0.2642
-435.0	-500.0	0.00703107	0.264
-430.0	-500.0	0.00860057	0.2414
-425.0	-500.0	0.00755569	0.2387
-420.0	-500.0	0.0107809	0.2791
-415.0	-500.0	0.0107799	0.2709
-410.0	-500.0	0.0158679	0.2771
-405.0	-500.0	0.009601	0.1801
-400.0	-500.0	0.00946277	0.2005
-395.0	-500.0	0.0145202	0.3208
-390.0	-500.0	0.0227693	0.4103
-385.0	-500.0	0.0454776	0.6623
-380.0	-500.0	0.0137586	0.1402
-375.0	-500.0	0.0140021	0.159
-370.0	-500.0	0.01451	0.1645
-365.0	-500.0	0.0133876	0.2446
-360.0	-500.0	0.0176442	0.2398
-355.0	-500.0	0.0232548	0.176
-350.0	-500.0	0.0157896	0.1264
-345.0	-500.0	0.0430975	0.3683
-340.0	-500.0	0.0241136	0.191
-335.0	-500.0	0.0224546	0.1444
-330.0	-500.0	0.0266417	0.193
-325.0	-500.0	0.0298611	0.1549
-320.0	-500.0	0.035854	0.1657
-315.0	-500.0	0.0348913	0.2109
-310.0	-500.0	0.0278723	0.1235
-305.0	-500.0	0.0378173	0.187
-300.0	-500.0	0.173004	0.6732
-295.0	-500.0	0.0313399	0.1134
-290.0	-500.0	0.0967339	0.6335
-285.0	-500.0	0.0401944	0.1268
-280.0	-500.0	0.0441904	0.1695
-275.0	-500.0	0.0814118	0.5363
-270.0	-500.0	0.0425046	0.1051
-265.0	-500.0	0.0619852	0.3589
-260.0	-500.0	0.0900089	0.4794
-255.0	-500.0	0.0515651	0.1109
-250.0	-500.0	0.048315	0.1068
-245.0	-500.0	0.0593084	0.1804
-240.0	-500.0	0.0835497	0.3015
-235.0	-500.0	0.0977817	0.384
-230.0	-500.0	0.0610774	0.0949
-225.0	-500.0	0.05965	0.1632
-220.0	-500.0	0.0754473	0.1192
-215.0	-500.0	0.0876509	0.1032
-210.0	-500.0	0.101191	0.129
-205.0	-500.0	0.0837183	0.1312
-200.0	-500.0	0.106278	0.2112
-195.0	-500.0	0.133881	0.3502
-190.0	-500.0	0.121889	0.1368
-185.0	-500.0	0.110407	0.1996
-180.0	-500.0	0.102037	0.1107
-175.0	-500.0	0.0923756	0.0762
-170.0	-500.0	0.114769	0.1199
-165.0	-500.0	0.116015	0.0727
-160.0	-500.0	0.107636	0.0736
-155.0	-500.0	0.16212	0.1889
-150.0	-500.0	0.125542	0.1098
-145.0	-500.0	0.142831	0.0965
-140.0	-500.0	0.144025	0.084
-135.0	-500.0	0.140715	0.101
-130.0	-500.0	0.145194	0.0723
-125.0	-500.0	0.187647	0.1248
-120.0	-500.0	0.16866	0.1024
-115.0	-500.0	0.176566	0.1224
-110.0	-500.0	0.176999	0.0876
-105.0	-500.0	0.222392	0.1698
-100.0	-500.0	0.200122	0.1651
-95.0	-500.0	0.213508	0.095
-90.0	-500.0	0.195152	0.0803
-85.0	-500.0	0.18692	0.0713
-80.0	-500.0	0.211166	0.0916
-75.0	-500.0	0.310568	0.3845
-70.0	-500.0	0.450572	0.5154
-65.0	-500.0	0.22005	0.0831
-60.0	-500.0	0.300885	0.183
-55.0	-500.0	0.202755	0.0661
-50.0	-500.0	0.233952	0.1202
-45.0	-500.0	0.231176	0.0709
-40.0	-500.0	0.288688	0.1189
-35.0	-500.0	0.237631	0.0884
-30.0	-500.0	0.273068	0.2304
-25.0	-500.0	0.316605	0.2213
-20.0	-500.0	0.211532	0.0654
-15.0	-500.0	0.32908	0.1595
-10.0	-500.0	0.351443	0.264
-5.0	-500.0	0.205376	0.0637
0.0	-500.0	0.204399	0.091
5.0	-500.0	0.353783	0.4019
10.0	-500.0	0.201994	0.0654
15.0	-500.0	0.317613	0.2854
20.0	-500.0	0.28073	0.1746
25.0	-500.0	0.207112	0.06
30.0	-500.0	0.185988	0.0589
35.0	-500.0	0.221205	0.1097
40.0	-500.0	0.235997	0.1268
45.0	-500.0	0.219204	0.1009
50.0	-500.0	0.23154	0.1688
55.0	-500.0	0.247052	0.172
60.0	-500.0	0.204618	0.0736
65.0	-500.0	0.218758	0.1296
70.0	-500.0	0.210189	0.0887
75.0	-500.0	0.198568	0.0791
80.0	-500.0	0.272225	0.1763
85.0	-500.0	0.191004	0.0825
90.0	-500.0	0.189109	0.0821
95.0	-500.0	0.169678	0.0906
100.0	-500.0	0.167937	0.0766
105.0	-500.0	0.210368	0.1108
110.0	-500.0	0.204242	0.1232
115.0	-500.0	0.184276	0.1227
120.0	-500.0	0.164209	0.0888
125.0	-500.0	0.211005	0.2375
130.0	-500.0	0.127161	0.0737
135.0	-500.0	0.143928	0.1544
140.0	-500.0	0.15405	0.1057
145.0	-500.0	0.20458	0.3565
150.0	-500.0	0.121296	0.095
155.0	-500.0	0.123124	0.1126
160.0	-500.0	0.126695	0.1282
165.0	-500.0	0.213454	0.4122
170.0	-500.0	0.100304	0.0869
175.0	-500.0	0.0972274	0.1095
180.0	-500.0	0.110672	0.1464
185.0	-500.0	0.089184	0.0838
190.0	-500.0	0.101982	0.0996
195.0	-500.0	0.0737395	0.0712
200.0	-500.0	0.110778	0.1789
205.0	-500.0	0.0956535	0.1336
210.0	-500.0	0.0841872	0.0806
215.0	-500.0	0.0676862	0.0822
220.0	-500.0	0.069672	0.1285
225.0	-500.0	0.0799486	0.116
230.0	-500.0	0.0769406	0.1277
235.0	-500.0	0.0584192	0.0949
240.0	-500.0	0.0533799	0.1547
245.0	-500.0	0.0524313	0.112
250.0	-500.0	0.060869	0.2204
255.0	-500.0	0.0724598	0.2844
260.0	-500.0	0.0730572	0.2425
265.0	-500.0	0.0603108	0.187
270.0	-500.0	0.0421435	0.1182
