Cor C	Cor B	Value	Error
-500.0	-500.0	0.00260257	0.7274
-495.0	-500.0	0.00471306	0.6349
-490.0	-500.0	0.00756254	0.4818
-485.0	-500.0	0.00570673	0.538
-480.0	-500.0	0.0108256	0.3754
-475.0	-500.0	0.0119114	0.3547
-470.0	-500.0	0.00616735	0.4178
-465.0	-500.0	0.00227539	0.6036
-460.0	-500.0	0.00322722	0.4329
-455.0	-500.0	0.00227498	0.388
-450.0	-500.0	0.00147604	0.312
-445.0	-500.0	0.00526628	0.4146
-440.0	-500.0	0.00376198	0.4724
-435.0	-500.0	0.00400218	0.3453
-430.0	-500.0	0.0028125	0.4087
-425.0	-500.0	0.00188821	0.3389
-420.0	-500.0	0.0013773	0.2136
-415.0	-500.0	0.00345706	0.3868
-410.0	-500.0	0.00474632	0.433
-405.0	-500.0	0.00435787	0.4374
-400.0	-500.0	0.00570965	0.2958
-395.0	-500.0	0.00589403	0.2938
-390.0	-500.0	0.00774418	0.3124
-385.0	-500.0	0.00891704	0.3467
-380.0	-500.0	0.0118883	0.3523
-375.0	-500.0	0.0104562	0.4071
-370.0	-500.0	0.0116626	0.262
-365.0	-500.0	0.00932946	0.3008
-360.0	-500.0	0.00685281	0.3671
-355.0	-500.0	0.0134848	0.2866
-350.0	-500.0	0.0120457	0.2729
-345.0	-500.0	0.00874	0.2597
-340.0	-500.0	0.0119402	0.295
-335.0	-500.0	0.0136	0.2549
-330.0	-500.0	0.024706	0.2506
-325.0	-500.0	0.0343679	0.2367
-320.0	-500.0	0.0148361	0.2734
-315.0	-500.0	0.0181152	0.248
-310.0	-500.0	0.0114589	0.2909
-305.0	-500.0	0.0170733	0.2684
-300.0	-500.0	0.0250379	0.2382
-295.0	-500.0	0.0317404	0.2148
-290.0	-500.0	0.0399503	0.2535
-285.0	-500.0	0.0231226	0.2301
-280.0	-500.0	0.0199835	0.2507
-275.0	-500.0	0.0199559	0.1834
-270.0	-500.0	0.0359251	0.1936
-265.0	-500.0	0.038948	0.1845
-260.0	-500.0	0.0499433	0.1791
-255.0	-500.0	0.0582017	0.2284
-250.0	-500.0	0.033507	0.1973
-245.0	-500.0	0.0459954	0.1955
-240.0	-500.0	0.0409927	0.2097
-235.0	-500.0	0.0426775	0.1638
-230.0	-500.0	0.0583099	0.1696
-225.0	-500.0	0.0548083	0.1635
-220.0	-500.0	0.0525941	0.1848
-215.0	-500.0	0.0703315	0.1954
-210.0	-500.0	0.0432981	0.1482
-205.0	-500.0	0.0701255	0.1473
-200.0	-500.0	0.0831253	0.1547
-195.0	-500.0	0.0574327	0.1386
-190.0	-500.0	0.0618918	0.1555
-185.0	-500.0	0.0711979	0.1321
-180.0	-500.0	0.0734764	0.1428
-175.0	-500.0	0.0844133	0.1524
-170.0	-500.0	0.0765303	0.1725
-165.0	-500.0	0.0846244	0.2169
-160.0	-500.0	0.111728	0.1485
-155.0	-500.0	0.117999	0.2143
-150.0	-500.0	0.110078	0.1277
-145.0	-500.0	0.0941093	0.1174
-140.0	-500.0	0.0891656	0.1218
-135.0	-500.0	0.122069	0.1234
-130.0	-500.0	0.0930838	0.1364
-125.0	-500.0	0.120001	0.1522
-120.0	-500.0	0.12754	0.1295
-115.0	-500.0	0.158716	0.1157
-110.0	-500.0	0.132572	0.1681
-105.0	-500.0	0.12056	0.1248
-100.0	-500.0	0.119539	0.121
-95.0	-500.0	0.137446	0.1118
-90.0	-500.0	0.144517	0.1083
-85.0	-500.0	0.141805	0.117
-80.0	-500.0	0.156345	0.1355
-75.0	-500.0	0.154925	0.1233
-70.0	-500.0	0.17511	0.1166
-65.0	-500.0	0.176405	0.0958
-60.0	-500.0	0.157789	0.1006
-55.0	-500.0	0.189039	0.1411
-50.0	-500.0	0.172629	0.1059
-45.0	-500.0	0.177796	0.1095
-40.0	-500.0	0.168228	0.1016
-35.0	-500.0	0.175753	0.1516
-30.0	-500.0	0.185206	0.1067
-25.0	-500.0	0.174423	0.1186
-20.0	-500.0	0.176112	0.1043
-15.0	-500.0	0.195698	0.0981
-10.0	-500.0	0.206255	0.1089
-5.0	-500.0	0.15432	0.107
0.0	-500.0	0.190185	0.118
5.0	-500.0	0.230147	0.1485
10.0	-500.0	0.176098	0.1201
15.0	-500.0	0.198474	0.1041
20.0	-500.0	0.200425	0.1302
25.0	-500.0	0.190983	0.1247
30.0	-500.0	0.200055	0.1136
35.0	-500.0	0.194375	0.1944
40.0	-500.0	0.202502	0.148
45.0	-500.0	0.177626	0.117
50.0	-500.0	0.173536	0.1085
55.0	-500.0	0.159431	0.1208
60.0	-500.0	0.159662	0.1028
65.0	-500.0	0.179368	0.1187
70.0	-500.0	0.149928	0.1118
75.0	-500.0	0.137092	0.1084
80.0	-500.0	0.160757	0.1508
85.0	-500.0	0.168895	0.1188
90.0	-500.0	0.14973	0.1034
95.0	-500.0	0.149424	0.1032
100.0	-500.0	0.123575	0.1257
105.0	-500.0	0.113174	0.1254
110.0	-500.0	0.148031	0.1228
115.0	-500.0	0.122686	0.1209
120.0	-500.0	0.130264	0.1154
125.0	-500.0	0.155776	0.1722
130.0	-500.0	0.131431	0.2185
135.0	-500.0	0.131021	0.1517
140.0	-500.0	0.100503	0.1393
145.0	-500.0	0.098587	0.1337
150.0	-500.0	0.0793602	0.1449
155.0	-500.0	0.0767927	0.1369
160.0	-500.0	0.0886461	0.1429
165.0	-500.0	0.110857	0.169
170.0	-500.0	0.083527	0.117
175.0	-500.0	0.0684722	0.1482
180.0	-500.0	0.084547	0.1402
185.0	-500.0	0.0595103	0.1466
190.0	-500.0	0.0643257	0.1541
195.0	-500.0	0.0591088	0.1591
200.0	-500.0	0.0632034	0.1959
205.0	-500.0	0.0513767	0.163
210.0	-500.0	0.0707054	0.1666
215.0	-500.0	0.0607771	0.1745
220.0	-500.0	0.0701171	0.2095
225.0	-500.0	0.0463851	0.1884
230.0	-500.0	0.043783	0.1646
235.0	-500.0	0.0330458	0.1768
240.0	-500.0	0.0514481	0.156
245.0	-500.0	0.0407453	0.1717
250.0	-500.0	0.036169	0.205
255.0	-500.0	0.0448005	0.3189
260.0	-500.0	0.0248835	0.1904
265.0	-500.0	0.0334419	0.207
270.0	-500.0	0.026758	0.32
275.0	-500.0	0.0589184	0.2697
280.0	-500.0	0.0357218	0.2175
285.0	-500.0	0.0197572	0.1984
290.0	-500.0	0.0197425	0.2257
295.0	-500.0	0.0307419	0.2213
300.0	-500.0	0.0200728	0.2466
305.0	-500.0	0.0181585	0.2264
310.0	-500.0	0.0206953	0.3005
315.0	-500.0	0.0181855	0.2703
320.0	-500.0	0.0197557	0.2152
325.0	-500.0	0.0334866	0.2454
330.0	-500.0	0.0172575	0.2555
335.0	-500.0	0.0172405	0.3621
340.0	-500.0	0.0180188	0.2737
345.0	-500.0	0.0170222	0.2979
350.0	-500.0	0.0146426	0.258
355.0	-500.0	0.0122133	0.2769
360.0	-500.0	0.0115763	0.3404
365.0	-500.0	0.00818129	0.3828
370.0	-500.0	0.0138587	0.294
375.0	-500.0	0.0148289	0.2819
380.0	-500.0	0.00706129	0.3071
385.0	-500.0	0.00493195	0.3102
390.0	-500.0	0.00470417	0.2703
395.0	-500.0	0.00334863	0.3893
400.0	-500.0	0.00825159	0.3606
405.0	-500.0	0.00732611	0.3753
410.0	-500.0	0.00894494	0.3383
415.0	-500.0	0.00865563	0.3103
420.0	-500.0	0.00975928	0.2926
425.0	-500.0	0.0105569	0.3174
430.0	-500.0	0.00558415	0.3398
435.0	-500.0	0.0055121	0.5145
440.0	-500.0	0.0039856	0.3893
445.0	-500.0	0.00705598	0.4453
450.0	-500.0	0.00480951	0.4441
455.0	-500.0	0.0053036	0.3945
460.0	-500.0	0.0156687	0.4027
465.0	-500.0	0.00851432	0.3889
470.0	-500.0	0.0050592	0.3172
475.0	-500.0	0.00316341	0.3452
480.0	-500.0	0.005841	0.4547
485.0	-500.0	0.00425628	0.461
490.0	-500.0	0.0068003	0.4322
495.0	-500.0	0.00808828	0.4353
-500.0	-495.0	0.00207187	0.4429
-495.0	-495.0	0.00631397	0.5423
-490.0	-495.0	0.00394979	0.428
-485.0	-495.0	0.0042898	0.4813
-480.0	-495.0	0.00327726	0.38
-475.0	-495.0	0.00779839	0.3901
-470.0	-495.0	0.00487654	0.5197
-465.0	-495.0	0.0060888	0.4693
-460.0	-495.0	0.00414524	0.4168
-455.0	-495.0	0.00647718	0.4116
-450.0	-495.0	0.0058297	0.3953
-445.0	-495.0	0.00399733	0.4873
-440.0	-495.0	0.00376393	0.3357
-435.0	-495.0	0.00668069	0.4584
-430.0	-495.0	0.00590463	0.3465
-425.0	-495.0	0.00410522	0.4418
-420.0	-495.0	0.00300024	0.4482
-415.0	-495.0	0.00355559	0.4288
-410.0	-495.0	0.00568708	0.4246
-405.0	-495.0	0.00678541	0.4004
-400.0	-495.0	0.0101557	0.3598
-395.0	-495.0	0.00793798	0.4743
-390.0	-495.0	0.00766427	0.2928
-385.0	-495.0	0.00881813	0.3262
-380.0	-495.0	0.0111377	0.3315
-375.0	-495.0	0.0105481	0.3551
-370.0	-495.0	0.00839456	0.2947
-365.0	-495.0	0.00678077	0.3422
-360.0	-495.0	0.00933933	0.2814
-355.0	-495.0	0.0199099	0.2652
-350.0	-495.0	0.0187942	0.227
-345.0	-495.0	0.0117656	0.3316
-340.0	-495.0	0.00820154	0.2747
-335.0	-495.0	0.0099552	0.2738
-330.0	-495.0	0.0103485	0.2651
-325.0	-495.0	0.0236978	0.357
-320.0	-495.0	0.0305973	0.2295
-315.0	-495.0	0.0202176	0.2294
-310.0	-495.0	0.0188725	0.2733
-305.0	-495.0	0.0215058	0.2421
-300.0	-495.0	0.0166296	0.2055
-295.0	-495.0	0.0174158	0.2065
-290.0	-495.0	0.030609	0.1938
-285.0	-495.0	0.0319177	0.2237
-280.0	-495.0	0.0259218	0.1835
-275.0	-495.0	0.0282481	0.2087
-270.0	-495.0	0.0289154	0.2005
-265.0	-495.0	0.0355998	0.1946
-260.0	-495.0	0.0351283	0.1996
-255.0	-495.0	0.0377572	0.202
-250.0	-495.0	0.0561062	0.2171
-245.0	-495.0	0.0509924	0.1854
-240.0	-495.0	0.0344063	0.1853
-235.0	-495.0	0.0407084	0.2286
-230.0	-495.0	0.0559588	0.163
-225.0	-495.0	0.0537655	0.1633
-220.0	-495.0	0.0554802	0.1499
-215.0	-495.0	0.0413561	0.2569
-210.0	-495.0	0.0536109	0.1465
-205.0	-495.0	0.0730485	0.1574
-200.0	-495.0	0.0662405	0.1876
-195.0	-495.0	0.0600491	0.1521
-190.0	-495.0	0.0780413	0.1476
-185.0	-495.0	0.0715953	0.1442
-180.0	-495.0	0.083736	0.1359
-175.0	-495.0	0.0858098	0.1428
-170.0	-495.0	0.0987676	0.1687
-165.0	-495.0	0.0885707	0.1477
-160.0	-495.0	0.0953486	0.1459
-155.0	-495.0	0.122898	0.1994
-150.0	-495.0	0.0962143	0.1187
-145.0	-495.0	0.084544	0.1263
-140.0	-495.0	0.103275	0.1205
-135.0	-495.0	0.107627	0.1263
-130.0	-495.0	0.113847	0.1326
-125.0	-495.0	0.0987034	0.1369
-120.0	-495.0	0.149215	0.132
-115.0	-495.0	0.165626	0.1168
-110.0	-495.0	0.150557	0.1104
-105.0	-495.0	0.134529	0.1376
-100.0	-495.0	0.128798	0.1206
-95.0	-495.0	0.159143	0.1142
-90.0	-495.0	0.137663	0.109
-85.0	-495.0	0.147762	0.1311
-80.0	-495.0	0.146767	0.1079
-75.0	-495.0	0.199869	0.1293
-70.0	-495.0	0.157715	0.1109
-65.0	-495.0	0.165891	0.0999
-60.0	-495.0	0.176978	0.1116
-55.0	-495.0	0.199128	0.1267
-50.0	-495.0	0.196303	0.1237
-45.0	-495.0	0.159307	0.1003
-40.0	-495.0	0.166821	0.1019
-35.0	-495.0	0.150056	0.0977
-30.0	-495.0	0.224982	0.139
-25.0	-495.0	0.218433	0.1117
-20.0	-495.0	0.182662	0.0914
-15.0	-495.0	0.177903	0.1023
-10.0	-495.0	0.183666	0.0996
-5.0	-495.0	0.169954	0.102
0.0	-495.0	0.176976	0.1263
5.0	-495.0	0.197126	0.1627
10.0	-495.0	0.167252	0.1198
15.0	-495.0	0.193622	0.1131
20.0	-495.0	0.22091	0.1785
25.0	-495.0	0.187791	0.1202
30.0	-495.0	0.199565	0.1202
35.0	-495.0	0.16048	0.1134
40.0	-495.0	0.199451	0.1001
45.0	-495.0	0.150919	0.0991
