Cor C	Cor B	Value	Error
-500.0	-500.0	0.0018218	0.7274
-495.0	-500.0	0.00329914	0.6349
-490.0	-500.0	0.00529378	0.4818
-485.0	-500.0	0.00399471	0.538
-480.0	-500.0	0.00757791	0.3754
-475.0	-500.0	0.00833798	0.3547
-470.0	-500.0	0.00431714	0.4178
-465.0	-500.0	0.00159277	0.6036
-460.0	-500.0	0.00225905	0.4329
-455.0	-500.0	0.00159248	0.388
-450.0	-500.0	0.00103323	0.312
-445.0	-500.0	0.0036864	0.4146
-440.0	-500.0	0.00263338	0.4724
-435.0	-500.0	0.00280153	0.3453
-430.0	-500.0	0.00196875	0.4087
-425.0	-500.0	0.00132175	0.3389
-420.0	-500.0	0.000964109	0.2136
-415.0	-500.0	0.00241994	0.3868
-410.0	-500.0	0.00332242	0.433
-405.0	-500.0	0.00305051	0.4374
-400.0	-500.0	0.00399676	0.2958
-395.0	-500.0	0.00412582	0.2938
-390.0	-500.0	0.00542093	0.3124
-385.0	-500.0	0.00624193	0.3467
-380.0	-500.0	0.0083218	0.3523
-375.0	-500.0	0.00731937	0.4071
-370.0	-500.0	0.00816383	0.262
-365.0	-500.0	0.00653062	0.3008
-360.0	-500.0	0.00479697	0.3671
-355.0	-500.0	0.00943936	0.2866
-350.0	-500.0	0.00843198	0.2729
-345.0	-500.0	0.006118	0.2597
-340.0	-500.0	0.00835815	0.295
-335.0	-500.0	0.00952002	0.2549
-330.0	-500.0	0.0172942	0.2506
-325.0	-500.0	0.0240575	0.2367
-320.0	-500.0	0.0103853	0.2734
-315.0	-500.0	0.0126807	0.248
-310.0	-500.0	0.0080212	0.2909
-305.0	-500.0	0.0119513	0.2684
-300.0	-500.0	0.0175265	0.2382
-295.0	-500.0	0.0222183	0.2148
-290.0	-500.0	0.0279652	0.2535
-285.0	-500.0	0.0161858	0.2301
-280.0	-500.0	0.0139884	0.2507
-275.0	-500.0	0.0139691	0.1834
-270.0	-500.0	0.0251476	0.1936
-265.0	-500.0	0.0272636	0.1845
-260.0	-500.0	0.0349603	0.1791
-255.0	-500.0	0.0407412	0.2284
-250.0	-500.0	0.0234549	0.1973
-245.0	-500.0	0.0321968	0.1955
-240.0	-500.0	0.0286949	0.2097
-235.0	-500.0	0.0298742	0.1638
-230.0	-500.0	0.040817	0.1696
-225.0	-500.0	0.0383658	0.1635
-220.0	-500.0	0.0368159	0.1848
-215.0	-500.0	0.049232	0.1954
-210.0	-500.0	0.0303087	0.1482
-205.0	-500.0	0.0490878	0.1473
-200.0	-500.0	0.0581877	0.1547
-195.0	-500.0	0.0402029	0.1386
-190.0	-500.0	0.0433242	0.1555
-185.0	-500.0	0.0498385	0.1321
-180.0	-500.0	0.0514335	0.1428
-175.0	-500.0	0.0590893	0.1524
-170.0	-500.0	0.0535712	0.1725
-165.0	-500.0	0.0592371	0.2169
-160.0	-500.0	0.0782098	0.1485
-155.0	-500.0	0.082599	0.2143
-150.0	-500.0	0.0770544	0.1277
-145.0	-500.0	0.0658765	0.1174
-140.0	-500.0	0.0624159	0.1218
-135.0	-500.0	0.0854485	0.1234
-130.0	-500.0	0.0651587	0.1364
-125.0	-500.0	0.0840006	0.1522
-120.0	-500.0	0.0892782	0.1295
-115.0	-500.0	0.111101	0.1157
-110.0	-500.0	0.0928003	0.1681
-105.0	-500.0	0.0843923	0.1248
-100.0	-500.0	0.0836774	0.121
-95.0	-500.0	0.0962125	0.1118
-90.0	-500.0	0.101162	0.1083
-85.0	-500.0	0.0992637	0.117
-80.0	-500.0	0.109441	0.1355
-75.0	-500.0	0.108447	0.1233
-70.0	-500.0	0.122577	0.1166
-65.0	-500.0	0.123483	0.0958
-60.0	-500.0	0.110452	0.1006
-55.0	-500.0	0.132328	0.1411
-50.0	-500.0	0.12084	0.1059
-45.0	-500.0	0.124457	0.1095
-40.0	-500.0	0.11776	0.1016
-35.0	-500.0	0.123027	0.1516
-30.0	-500.0	0.129644	0.1067
-25.0	-500.0	0.122096	0.1186
-20.0	-500.0	0.123278	0.1043
-15.0	-500.0	0.136989	0.0981
-10.0	-500.0	0.144378	0.1089
-5.0	-500.0	0.108024	0.107
0.0	-500.0	0.133129	0.118
5.0	-500.0	0.161103	0.1485
10.0	-500.0	0.123269	0.1201
15.0	-500.0	0.138932	0.1041
20.0	-500.0	0.140297	0.1302
25.0	-500.0	0.133688	0.1247
30.0	-500.0	0.140038	0.1136
35.0	-500.0	0.136063	0.1944
40.0	-500.0	0.141751	0.148
45.0	-500.0	0.124338	0.117
50.0	-500.0	0.121476	0.1085
55.0	-500.0	0.111602	0.1208
60.0	-500.0	0.111763	0.1028
65.0	-500.0	0.125558	0.1187
70.0	-500.0	0.10495	0.1118
75.0	-500.0	0.0959645	0.1084
80.0	-500.0	0.11253	0.1508
85.0	-500.0	0.118227	0.1188
90.0	-500.0	0.104811	0.1034
95.0	-500.0	0.104597	0.1032
100.0	-500.0	0.0865024	0.1257
105.0	-500.0	0.0792221	0.1254
110.0	-500.0	0.103622	0.1228
115.0	-500.0	0.0858801	0.1209
120.0	-500.0	0.091185	0.1154
125.0	-500.0	0.109043	0.1722
130.0	-500.0	0.0920019	0.2185
135.0	-500.0	0.091715	0.1517
140.0	-500.0	0.0703521	0.1393
145.0	-500.0	0.0690109	0.1337
150.0	-500.0	0.0555522	0.1449
155.0	-500.0	0.0537549	0.1369
160.0	-500.0	0.0620523	0.1429
165.0	-500.0	0.0776001	0.169
170.0	-500.0	0.0584689	0.117
175.0	-500.0	0.0479305	0.1482
180.0	-500.0	0.0591829	0.1402
185.0	-500.0	0.0416572	0.1466
190.0	-500.0	0.045028	0.1541
195.0	-500.0	0.0413762	0.1591
200.0	-500.0	0.0442424	0.1959
205.0	-500.0	0.0359637	0.163
210.0	-500.0	0.0494938	0.1666
215.0	-500.0	0.042544	0.1745
220.0	-500.0	0.049082	0.2095
225.0	-500.0	0.0324696	0.1884
230.0	-500.0	0.0306481	0.1646
235.0	-500.0	0.0231321	0.1768
240.0	-500.0	0.0360137	0.156
245.0	-500.0	0.0285217	0.1717
250.0	-500.0	0.0253183	0.205
255.0	-500.0	0.0313603	0.3189
260.0	-500.0	0.0174185	0.1904
265.0	-500.0	0.0234093	0.207
270.0	-500.0	0.0187306	0.32
275.0	-500.0	0.0412429	0.2697
280.0	-500.0	0.0250053	0.2175
285.0	-500.0	0.01383	0.1984
290.0	-500.0	0.0138198	0.2257
295.0	-500.0	0.0215194	0.2213
300.0	-500.0	0.014051	0.2466
305.0	-500.0	0.012711	0.2264
310.0	-500.0	0.0144867	0.3005
315.0	-500.0	0.0127299	0.2703
320.0	-500.0	0.013829	0.2152
325.0	-500.0	0.0234406	0.2454
330.0	-500.0	0.0120802	0.2555
335.0	-500.0	0.0120684	0.3621
340.0	-500.0	0.0126132	0.2737
345.0	-500.0	0.0119156	0.2979
350.0	-500.0	0.0102498	0.258
355.0	-500.0	0.00854934	0.2769
360.0	-500.0	0.00810338	0.3404
365.0	-500.0	0.0057269	0.3828
370.0	-500.0	0.00970106	0.294
375.0	-500.0	0.0103802	0.2819
380.0	-500.0	0.0049429	0.3071
385.0	-500.0	0.00345236	0.3102
390.0	-500.0	0.00329292	0.2703
395.0	-500.0	0.00234404	0.3893
400.0	-500.0	0.00577611	0.3606
405.0	-500.0	0.00512828	0.3753
410.0	-500.0	0.00626146	0.3383
415.0	-500.0	0.00605894	0.3103
420.0	-500.0	0.0068315	0.2926
425.0	-500.0	0.00738985	0.3174
430.0	-500.0	0.00390891	0.3398
435.0	-500.0	0.00385847	0.5145
440.0	-500.0	0.00278992	0.3893
445.0	-500.0	0.00493918	0.4453
450.0	-500.0	0.00336666	0.4441
455.0	-500.0	0.00371252	0.3945
460.0	-500.0	0.0109681	0.4027
